rk,player,age,team,pos,g,gs,mp,fg,fga,fg_percent,3p,3pa,3p_percent,2p,2pa,2p_percent,efg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,awards,year,player_id
132.0,Talen Horton-Tucker,23.0,UTA,PG,51.0,11.0,1009.0,6.6,16.6,0.396,2.1,6.5,0.33,4.4,10.1,0.438,0.46,3.1,3.9,0.807,0.7,3.6,4.3,6.3,1.6,0.7,2.3,3.4,18.4,,2024,hortota01
133.0,Evan Mobley,22.0,CLE,PF,50.0,50.0,1532.0,7.5,13.0,0.58,0.5,1.4,0.373,7.0,11.6,0.604,0.6,2.9,4.0,0.719,2.6,8.4,11.0,3.8,1.1,1.7,2.1,3.1,18.4,,2024,mobleev01
134.0,Kelly Oubre Jr.,28.0,PHI,SF,68.0,52.0,2055.0,6.8,15.4,0.441,1.8,5.7,0.311,5.0,9.7,0.517,0.498,3.0,4.1,0.75,1.6,4.3,6.0,1.8,1.3,0.8,1.5,3.4,18.4,,2024,oubreke01
135.0,Brandon Clarke,27.0,MEM,PF,6.0,1.0,134.0,8.9,15.9,0.559,0.3,1.6,0.167,8.6,14.2,0.604,0.568,0.3,1.9,0.143,3.5,5.1,8.6,2.4,1.3,1.6,0.8,2.1,18.3,,2024,clarkbr01
136.0,Zach Collins,26.0,SAS,C,69.0,29.0,1526.0,7.0,14.5,0.484,1.4,4.3,0.32,5.7,10.3,0.552,0.531,2.9,3.8,0.753,2.8,5.9,8.7,4.6,0.8,1.2,3.1,4.9,18.3,,2024,colliza01
137.0,Tobias Harris,31.0,PHI,PF,70.0,70.0,2368.0,7.0,14.5,0.487,1.4,3.9,0.353,5.7,10.5,0.537,0.535,2.8,3.2,0.878,1.2,5.7,6.9,3.3,1.1,0.7,1.4,1.7,18.3,,2024,harrito02
138.0,Keon Johnson,21.0,BRK,SG,5.0,0.0,61.0,4.7,12.4,0.381,2.4,5.9,0.4,2.4,6.5,0.364,0.476,6.5,7.1,0.917,1.8,2.4,4.1,1.8,1.8,0.6,3.0,3.0,18.3,,2024,johnske07
139.0,Duop Reath,27.0,POR,C,68.0,20.0,1214.0,6.8,14.8,0.461,2.6,7.3,0.359,4.2,7.5,0.559,0.549,2.0,2.8,0.742,2.8,4.7,7.4,2.0,1.0,1.1,1.5,4.8,18.3,,2024,reathdu01
140.0,Rui Hachimura,25.0,LAL,PF,68.0,39.0,1826.0,7.2,13.3,0.537,1.9,4.6,0.422,5.2,8.8,0.597,0.609,2.0,2.6,0.739,1.1,4.7,5.8,1.6,0.8,0.5,0.9,2.0,18.2,,2024,hachiru01
141.0,Trendon Watford,23.0,BRK,PF,63.0,2.0,856.0,6.9,13.1,0.527,1.1,2.9,0.397,5.8,10.2,0.564,0.571,3.2,4.1,0.794,2.2,6.0,8.2,3.4,1.0,0.8,2.6,4.5,18.2,,2024,watfotr01
142.0,Mamadi Diakite,27.0,2TM,PF,6.0,0.0,24.0,6.0,9.0,0.667,0.0,1.5,0.0,6.0,7.5,0.8,0.667,6.0,9.0,0.667,1.5,4.5,6.0,3.0,1.5,1.5,1.5,3.0,18.0,,2024,diakima01
142.0,Mamadi Diakite,27.0,SAS,PF,3.0,0.0,16.0,9.0,11.3,0.8,0.0,0.0,0.0,9.0,11.3,0.8,0.8,9.0,13.5,0.667,2.3,4.5,6.8,4.5,0.0,2.3,0.0,2.3,27.0,,2024,diakima01
142.0,Mamadi Diakite,27.0,NYK,PF,3.0,0.0,8.0,0.0,4.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.5,0.0,4.5,0.0,4.5,4.5,0.0,,2024,diakima01
143.0,Markquis Nowell,24.0,TOR,SG,1.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,18.0,18.0,1.0,18.0,0.0,18.0,18.0,9.0,0.0,0.0,0.0,18.0,,2024,nowelma01
144.0,Isaiah Wong,23.0,IND,SG,1.0,0.0,4.0,9.0,27.0,0.333,0.0,9.0,0.0,9.0,18.0,0.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,2024,wongis01
145.0,Jules Bernard,24.0,WAS,SG,19.0,0.0,149.0,7.0,15.5,0.453,2.7,7.0,0.379,4.3,8.5,0.514,0.539,1.2,2.2,0.556,2.4,3.9,6.3,3.9,0.7,0.2,1.9,3.4,17.9,,2024,bernaju01
146.0,Isaiah Jackson,22.0,IND,C,59.0,3.0,771.0,7.2,10.9,0.665,0.0,0.2,0.0,7.2,10.7,0.677,0.665,3.4,4.8,0.716,4.4,6.7,11.1,2.3,1.6,2.8,1.8,6.4,17.9,,2024,jacksis01
147.0,Trey Murphy III,23.0,NOP,SF,57.0,23.0,1690.0,5.9,13.2,0.443,3.6,9.5,0.38,2.3,3.7,0.602,0.579,2.6,3.2,0.815,0.9,5.1,6.0,2.6,1.1,0.6,0.7,1.5,17.9,,2024,murphtr02
148.0,Austin Reaves,25.0,LAL,SG,82.0,57.0,2629.0,6.3,12.9,0.486,2.1,5.8,0.367,4.1,7.1,0.583,0.568,3.2,3.7,0.853,0.8,4.0,4.8,6.2,0.9,0.3,2.4,2.1,17.8,,2024,reaveau01
149.0,Russell Westbrook,35.0,LAC,PG,68.0,11.0,1529.0,7.1,15.6,0.454,1.0,3.6,0.273,6.1,12.0,0.509,0.486,2.6,3.8,0.688,2.2,5.9,8.1,7.2,1.7,0.5,3.4,2.8,17.8,6MOY-7,2024,westbru01
150.0,Thomas Bryant,26.0,MIA,C,38.0,4.0,441.0,7.0,12.2,0.577,0.3,1.8,0.182,6.7,10.4,0.646,0.591,3.3,3.8,0.872,3.3,8.2,11.5,1.9,0.8,1.3,1.7,3.8,17.7,,2024,bryanth01
151.0,Andre Drummond,30.0,CHI,C,79.0,10.0,1351.0,7.1,12.8,0.556,0.0,0.1,0.0,7.1,12.7,0.56,0.556,3.4,5.8,0.592,7.1,11.8,18.9,1.0,1.9,1.3,2.2,3.7,17.7,,2024,drumman01
152.0,Josh Giddey,21.0,OKC,SG,80.0,80.0,2011.0,7.2,15.2,0.475,1.5,4.4,0.337,5.7,10.8,0.53,0.523,1.8,2.2,0.806,2.0,7.2,9.2,6.9,0.9,0.8,3.0,2.0,17.7,,2024,giddejo01
153.0,Scoot Henderson,19.0,POR,PG,62.0,32.0,1765.0,6.3,16.3,0.385,1.8,5.5,0.325,4.5,10.8,0.416,0.44,3.4,4.2,0.819,1.1,2.9,4.0,6.9,1.0,0.3,4.3,4.0,17.7,,2024,hendesc01
154.0,Deni Avdija,23.0,WAS,SF,75.0,75.0,2257.0,6.5,12.8,0.506,1.4,3.7,0.374,5.1,9.1,0.56,0.56,3.2,4.4,0.74,1.3,7.3,8.6,4.6,1.0,0.6,2.6,3.0,17.6,,2024,avdijde01
155.0,Gary Trent Jr.,25.0,TOR,SG,71.0,41.0,1994.0,6.5,15.3,0.426,3.2,8.2,0.393,3.3,7.1,0.464,0.531,1.3,1.7,0.771,0.5,2.9,3.4,2.1,1.4,0.2,0.8,1.7,17.6,,2024,trentga02
156.0,Lindy Waters III,26.0,OKC,SG,38.0,0.0,280.0,6.3,13.4,0.471,4.8,10.9,0.435,1.5,2.4,0.632,0.649,0.3,0.3,1.0,0.9,4.2,5.1,3.1,0.6,0.9,0.9,3.0,17.6,,2024,waterli01
157.0,Andrew Wiggins,28.0,GSW,SF,71.0,59.0,1920.0,6.6,14.6,0.453,1.7,4.8,0.358,4.9,9.9,0.498,0.511,2.7,3.5,0.751,2.0,4.0,6.0,2.2,0.8,0.8,1.6,2.8,17.6,,2024,wiggian01
158.0,Jeenathan Williams,24.0,HOU,SG,22.0,0.0,129.0,7.5,14.0,0.54,0.6,1.4,0.4,7.0,12.6,0.556,0.56,2.0,3.6,0.538,3.3,3.1,6.4,2.0,1.1,0.3,1.1,2.8,17.6,,2024,willije02
159.0,Lamar Stevens,26.0,2TM,PF,38.0,3.0,559.0,7.0,15.5,0.45,0.9,3.0,0.304,6.1,12.5,0.485,0.479,2.7,3.5,0.778,2.3,5.9,8.2,1.8,1.5,1.4,1.5,2.9,17.5,,2024,stevela01
159.0,Lamar Stevens,26.0,BOS,PF,19.0,1.0,122.0,6.2,13.3,0.467,0.9,2.4,0.375,5.3,10.9,0.486,0.5,2.4,3.2,0.727,3.5,5.6,9.1,2.4,1.8,1.5,2.7,4.1,15.6,,2024,stevela01
159.0,Lamar Stevens,26.0,MEM,PF,19.0,2.0,437.0,7.2,16.1,0.446,0.9,3.1,0.289,6.3,12.9,0.484,0.474,2.8,3.5,0.791,2.0,5.9,7.9,1.6,1.4,1.4,1.2,2.6,18.0,,2024,stevela01
160.0,Cameron Johnson,27.0,BRK,PF,58.0,47.0,1599.0,6.2,13.9,0.446,3.1,7.9,0.391,3.1,6.0,0.519,0.557,1.9,2.5,0.789,1.2,4.4,5.7,3.1,1.1,0.3,1.3,2.4,17.5,,2024,johnsca02
161.0,Caris LeVert,29.0,CLE,SG,68.0,10.0,1958.0,6.3,15.1,0.421,2.0,6.1,0.325,4.4,9.0,0.486,0.487,2.8,3.7,0.766,0.7,4.4,5.1,6.4,1.4,0.6,2.2,2.2,17.5,,2024,leverca01
162.0,Obi Toppin,25.0,IND,PF,82.0,28.0,1730.0,6.9,12.0,0.573,2.1,5.3,0.403,4.8,6.8,0.706,0.661,1.6,2.1,0.77,1.8,4.9,6.7,2.7,1.0,0.9,1.4,3.0,17.5,,2024,toppiob01
163.0,Kenneth Lofton Jr.,21.0,3TM,PF,21.0,0.0,199.0,6.5,14.1,0.462,1.3,4.3,0.292,5.2,9.8,0.537,0.506,3.1,4.7,0.654,2.2,4.7,6.9,6.0,1.1,0.9,2.5,4.3,17.4,,2024,loftoke01
163.0,Kenneth Lofton Jr.,21.0,MEM,PF,15.0,0.0,99.0,5.1,13.5,0.378,1.1,3.6,0.3,4.0,9.8,0.407,0.419,2.9,5.5,0.533,0.7,4.7,5.5,5.1,1.1,1.1,2.2,5.5,14.2,,2024,loftoke01
163.0,Kenneth Lofton Jr.,21.0,PHI,PF,2.0,0.0,9.0,4.0,24.0,0.167,0.0,8.0,0.0,4.0,16.0,0.25,0.167,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,8.0,0.0,8.0,,2024,loftoke01
163.0,Kenneth Lofton Jr.,21.0,UTA,PF,4.0,0.0,91.0,8.3,13.8,0.6,1.6,4.7,0.333,6.7,9.1,0.739,0.657,3.6,4.4,0.818,4.0,4.0,7.9,7.5,1.2,0.8,2.4,3.6,21.8,,2024,loftoke01
164.0,Brandon Boston Jr.,22.0,LAC,SF,32.0,0.0,345.0,6.8,16.8,0.404,1.5,5.4,0.269,5.3,11.4,0.468,0.447,2.4,3.4,0.697,2.0,3.4,5.4,1.4,1.1,0.8,2.5,4.2,17.4,,2024,bostobr01
165.0,James Harden,34.0,LAC,PG,72.0,72.0,2470.0,5.1,12.0,0.428,2.7,7.1,0.381,2.4,4.9,0.497,0.541,4.4,5.0,0.878,0.5,4.9,5.4,8.9,1.1,0.8,2.7,1.9,17.4,,2024,hardeja01
166.0,Cole Swider,24.0,MIA,SF,18.0,0.0,87.0,6.2,15.7,0.395,4.1,12.4,0.333,2.1,3.3,0.625,0.526,0.8,0.8,1.0,0.4,2.5,2.9,2.1,0.4,0.4,3.3,1.7,17.4,,2024,swideco01
167.0,Keyonte George,20.0,UTA,PG,75.0,44.0,2023.0,5.7,14.5,0.391,2.6,7.8,0.334,3.1,6.7,0.459,0.482,3.4,4.0,0.848,0.3,3.5,3.8,5.9,0.6,0.1,3.3,1.6,17.3,,2024,georgke01
168.0,Shaedon Sharpe,20.0,POR,SG,32.0,25.0,1059.0,6.0,14.8,0.406,2.0,6.1,0.333,3.9,8.6,0.457,0.475,3.3,4.0,0.824,1.4,4.0,5.4,3.2,1.0,0.4,2.4,3.0,17.3,,2024,sharpsh01
169.0,Javonte Green,30.0,CHI,SF,9.0,5.0,230.0,7.0,11.7,0.6,1.6,4.2,0.37,5.5,7.5,0.729,0.667,1.6,2.0,0.769,3.1,7.4,10.5,0.8,1.6,1.3,1.1,3.0,17.2,,2024,greenja02
170.0,Trayce Jackson-Davis,23.0,GSW,PF,68.0,16.0,1130.0,7.4,10.6,0.702,0.0,0.0,0.0,7.4,10.5,0.704,0.702,2.4,4.2,0.561,4.3,6.6,10.9,2.6,0.9,2.4,1.6,3.4,17.2,,2024,jackstr02
171.0,Drew Peterson,24.0,BOS,PF,3.0,0.0,23.0,6.3,9.4,0.667,4.7,7.8,0.6,1.6,1.6,1.0,0.917,0.0,0.0,0.0,0.0,1.6,1.6,1.6,3.1,0.0,1.6,1.6,17.2,,2024,peterdr01
172.0,Derrick Rose,35.0,MEM,PG,24.0,7.0,399.0,6.9,14.9,0.461,1.4,3.7,0.366,5.5,11.2,0.492,0.506,2.2,2.4,0.889,0.6,3.4,4.1,7.0,0.7,0.2,2.8,1.9,17.2,,2024,rosede01
173.0,Marcus Smart,29.0,MEM,PG,20.0,20.0,605.0,6.1,14.1,0.43,2.5,8.0,0.313,3.6,6.1,0.583,0.519,2.6,3.3,0.768,0.4,2.8,3.2,5.1,2.4,0.3,3.7,3.2,17.2,,2024,smartma01
174.0,Brandon Williams,24.0,DAL,PG,17.0,0.0,113.0,6.4,17.2,0.37,1.0,4.8,0.2,5.4,12.4,0.436,0.398,3.5,5.4,0.647,1.3,2.9,4.1,5.4,0.3,0.3,2.2,1.3,17.2,,2024,willibr03
175.0,Bol Bol,24.0,PHO,PF,43.0,0.0,469.0,7.1,11.6,0.616,1.7,4.0,0.423,5.4,7.6,0.717,0.689,1.2,1.5,0.789,2.5,8.1,10.5,1.3,0.8,1.9,1.5,3.2,17.1,,2024,bolbo01
176.0,Bones Hyland,23.0,LAC,PG,37.0,5.0,540.0,6.5,16.7,0.386,2.9,9.0,0.326,3.5,7.7,0.457,0.474,1.2,1.5,0.783,0.3,3.3,3.7,6.2,1.7,0.3,2.9,3.4,17.1,,2024,hylanbo01
177.0,Jalen Johnson,22.0,ATL,SF,56.0,52.0,1889.0,6.8,13.4,0.511,1.4,3.8,0.355,5.5,9.6,0.574,0.562,2.0,2.8,0.728,1.4,7.9,9.3,3.9,1.3,0.9,1.9,2.5,17.1,,2024,johnsja05
178.0,Mark Williams,22.0,CHO,C,19.0,19.0,508.0,6.9,10.7,0.649,0.0,0.0,0.0,6.9,10.7,0.649,0.649,3.3,4.5,0.719,5.4,7.7,13.0,1.6,1.1,1.4,1.2,3.5,17.1,,2024,willima07
179.0,Jalen Duren,20.0,DET,C,61.0,60.0,1777.0,7.1,11.4,0.619,0.0,0.1,0.0,7.1,11.3,0.623,0.619,2.9,3.7,0.79,3.9,10.5,14.4,3.0,0.7,1.0,2.6,3.9,17.0,,2024,durenja01
180.0,Fred VanVleet,29.0,HOU,PG,73.0,73.0,2684.0,5.7,13.7,0.416,3.0,7.9,0.387,2.6,5.8,0.454,0.527,2.6,3.1,0.86,0.4,3.3,3.7,7.9,1.4,0.8,1.7,2.5,17.0,,2024,vanvlfr01
181.0,Buddy Hield,31.0,2TM,SF,84.0,42.0,2160.0,6.2,14.2,0.436,3.6,9.5,0.386,2.5,4.7,0.539,0.565,0.9,1.0,0.881,1.0,3.5,4.5,3.9,1.2,0.7,1.7,2.8,16.9,,2024,hieldbu01
181.0,Buddy Hield,31.0,IND,SF,52.0,28.0,1336.0,6.2,13.9,0.443,3.7,9.6,0.384,2.5,4.3,0.575,0.575,0.8,0.9,0.848,0.9,3.6,4.5,3.7,1.2,0.8,1.7,2.8,16.8,,2024,hieldbu01
181.0,Buddy Hield,31.0,PHI,SG,32.0,14.0,824.0,6.2,14.5,0.426,3.6,9.2,0.389,2.6,5.3,0.492,0.55,1.0,1.1,0.923,1.2,3.3,4.5,4.2,1.2,0.5,1.8,2.9,17.0,,2024,hieldbu01
182.0,Jay Huff,25.0,DEN,C,20.0,0.0,49.0,6.6,11.0,0.6,2.2,6.6,0.333,4.4,4.4,1.0,0.7,1.5,1.5,1.0,1.5,6.6,8.1,1.5,1.5,2.2,0.7,6.6,16.9,,2024,huffja01
183.0,Jake LaRavia,22.0,MEM,PF,35.0,6.0,806.0,5.3,13.5,0.389,2.4,7.0,0.34,2.9,6.6,0.442,0.477,4.0,4.9,0.826,2.3,3.4,5.7,2.6,1.3,0.5,2.0,3.1,16.9,,2024,laravja01
184.0,Dario Å ariÄ,29.0,GSW,C,64.0,9.0,1098.0,5.9,12.7,0.466,2.4,6.5,0.376,3.5,6.3,0.56,0.562,2.6,3.0,0.849,2.4,6.9,9.3,4.7,1.0,0.3,2.6,3.7,16.9,,2024,saricda01
185.0,Jalen Suggs,22.0,ORL,SG,75.0,75.0,2025.0,6.0,12.7,0.471,2.7,6.8,0.397,3.3,5.8,0.556,0.578,2.1,2.8,0.756,0.9,3.2,4.1,3.6,1.9,0.8,2.3,3.6,16.8,DPOY-10,2024,suggsja01
186.0,Jordan Miller,24.0,LAC,SF,8.0,0.0,28.0,6.4,11.6,0.556,1.3,2.6,0.5,5.1,9.0,0.571,0.611,2.6,2.6,1.0,3.9,2.6,6.4,0.0,0.0,0.0,1.3,2.6,16.7,,2024,millejo02
187.0,Derrick White,29.0,BOS,SG,73.0,73.0,2381.0,5.9,12.7,0.461,3.0,7.5,0.396,2.9,5.2,0.555,0.578,2.1,2.3,0.901,0.8,3.9,4.7,5.7,1.1,1.3,1.7,2.3,16.7,DPOY-8,2024,whitede01
188.0,Moses Moody,21.0,GSW,SG,66.0,9.0,1156.0,6.0,13.1,0.462,2.2,6.2,0.36,3.8,6.9,0.555,0.548,2.3,2.9,0.785,2.0,4.1,6.1,1.8,1.3,0.7,1.4,2.8,16.6,,2024,moodymo01
189.0,Neemias Queta,24.0,BOS,C,28.0,0.0,333.0,7.2,11.2,0.644,0.0,0.0,0.0,7.2,11.2,0.644,0.644,2.2,3.0,0.714,5.7,7.5,13.2,2.2,1.4,2.3,1.4,5.4,16.6,,2024,quetane01
190.0,Reggie Jackson,33.0,DEN,PG,82.0,23.0,1817.0,6.5,15.0,0.431,2.0,5.6,0.359,4.4,9.4,0.475,0.499,1.6,1.9,0.806,0.7,2.4,3.1,6.1,0.9,0.3,2.1,3.0,16.5,,2024,jacksre01
191.0,Duncan Robinson,29.0,MIA,SF,68.0,36.0,1905.0,5.7,12.8,0.45,3.5,8.9,0.395,2.2,3.8,0.579,0.589,1.5,1.7,0.889,0.3,3.0,3.3,3.6,0.9,0.3,1.8,3.1,16.5,,2024,robindu01
192.0,Chris Boucher,31.0,TOR,PF,50.0,0.0,705.0,5.6,11.1,0.507,1.6,4.8,0.33,4.0,6.3,0.642,0.578,3.6,4.7,0.772,3.2,7.4,10.6,1.2,0.7,1.2,1.4,3.5,16.4,,2024,bouchch01
193.0,Moussa DiabatÃ©,22.0,LAC,C,11.0,0.0,64.0,5.6,10.7,0.526,0.0,0.0,0.0,5.6,10.7,0.526,0.526,5.1,7.9,0.643,8.4,5.1,13.5,2.3,2.8,0.6,1.1,2.3,16.3,,2024,diabamo01
194.0,Jordan Hawkins,21.0,NOP,SG,67.0,10.0,1160.0,5.4,14.2,0.382,3.4,9.2,0.366,2.0,4.9,0.411,0.501,2.1,2.5,0.838,0.9,3.7,4.6,2.2,0.6,0.2,1.2,2.2,16.3,,2024,hawkijo01
195.0,Sam Merrill,27.0,CLE,SG,61.0,1.0,1069.0,5.3,13.2,0.402,4.8,11.9,0.404,0.5,1.3,0.385,0.584,0.9,0.9,0.929,0.7,3.3,4.0,3.6,0.6,0.1,0.6,2.4,16.3,,2024,merrisa01
196.0,Keegan Murray,23.0,SAC,SF,77.0,77.0,2588.0,6.2,13.6,0.454,2.5,7.1,0.358,3.6,6.5,0.56,0.548,1.4,1.7,0.831,1.5,4.4,5.8,1.8,1.1,0.8,0.9,2.9,16.3,,2024,murrake02
197.0,Dennis SchrÃ¶der,30.0,2TM,PG,80.0,58.0,2486.0,5.8,13.4,0.435,2.0,5.3,0.375,3.8,8.1,0.474,0.509,2.6,3.1,0.836,0.6,2.9,3.5,7.1,0.9,0.2,2.2,2.4,16.2,,2024,schrode01
197.0,Dennis SchrÃ¶der,30.0,TOR,PG,51.0,33.0,1559.0,5.7,12.9,0.442,1.8,5.1,0.35,3.9,7.8,0.501,0.511,2.9,3.4,0.852,0.5,2.7,3.2,7.2,1.1,0.2,1.9,2.4,16.1,,2024,schrode01
197.0,Dennis SchrÃ¶der,30.0,BRK,PG,29.0,25.0,927.0,6.1,14.3,0.424,2.4,5.7,0.412,3.7,8.5,0.432,0.507,2.0,2.5,0.797,0.7,3.3,4.0,6.8,0.7,0.3,2.7,2.3,16.5,,2024,schrode01
198.0,Taze Moore,25.0,POR,SG,4.0,0.0,40.0,7.2,17.1,0.421,0.9,6.3,0.143,6.3,10.8,0.583,0.447,0.9,1.8,0.5,3.6,3.6,7.2,4.5,1.8,0.0,2.7,3.6,16.2,,2024,mooreta02
199.0,Landry Shamet,26.0,WAS,SG,46.0,5.0,726.0,5.9,13.6,0.431,2.6,7.8,0.338,3.2,5.8,0.556,0.527,1.9,2.3,0.826,0.8,2.3,3.1,2.7,1.2,0.5,1.5,3.8,16.2,,2024,shamela01
200.0,Day'Ron Sharpe,22.0,BRK,C,61.0,1.0,921.0,6.6,11.5,0.571,0.2,0.6,0.267,6.4,10.9,0.588,0.578,2.9,4.8,0.61,6.3,8.9,15.2,3.3,0.9,1.7,2.7,5.1,16.2,,2024,sharpda01
201.0,Daniel Gafford,25.0,2TM,PF,74.0,66.0,1815.0,6.9,9.5,0.725,0.0,0.0,0.0,6.9,9.5,0.725,0.725,2.3,3.5,0.674,3.9,7.3,11.1,2.3,1.3,3.0,1.5,4.5,16.1,,2024,gaffoda01
201.0,Daniel Gafford,25.0,WAS,C,45.0,45.0,1192.0,6.1,8.9,0.69,0.0,0.0,0.0,6.1,8.9,0.69,0.69,2.5,3.6,0.706,4.0,6.9,10.9,2.1,1.3,2.9,1.4,4.4,14.8,,2024,gaffoda01
201.0,Daniel Gafford,25.0,DAL,PF,29.0,21.0,623.0,8.4,10.7,0.78,0.0,0.0,0.0,8.4,10.7,0.78,0.78,2.0,3.2,0.607,3.7,7.9,11.6,2.7,1.2,3.2,1.6,4.6,18.7,,2024,gaffoda01
202.0,Tari Eason,22.0,HOU,PF,22.0,0.0,480.0,6.6,14.2,0.466,1.4,3.7,0.36,5.2,10.4,0.504,0.513,1.6,2.5,0.636,3.4,8.0,11.5,2.0,2.3,1.4,1.5,3.8,16.1,,2024,easonta01
203.0,Danilo Gallinari,35.0,3TM,SF,49.0,0.0,630.0,4.7,10.9,0.437,1.7,5.3,0.323,3.0,5.5,0.546,0.516,4.8,5.6,0.857,1.1,5.0,6.2,3.1,0.8,0.3,1.3,2.9,16.0,,2024,gallida01
203.0,Danilo Gallinari,35.0,WAS,PF,26.0,0.0,385.0,5.3,12.2,0.435,1.9,6.0,0.313,3.5,6.3,0.552,0.511,4.4,5.2,0.839,1.1,6.0,7.1,2.9,0.6,0.3,1.1,2.4,16.9,,2024,gallida01
203.0,Danilo Gallinari,35.0,DET,SF,6.0,0.0,90.0,4.8,8.8,0.545,2.8,4.8,0.583,2.0,4.0,0.5,0.705,8.4,9.6,0.875,0.8,4.8,5.6,4.8,0.8,0.8,0.4,3.6,20.8,,2024,gallida01
203.0,Danilo Gallinari,35.0,MIL,SF,17.0,0.0,155.0,3.3,8.6,0.378,0.7,3.9,0.176,2.6,4.6,0.55,0.419,3.7,4.2,0.889,1.4,2.8,4.2,2.8,1.4,0.2,2.3,3.5,10.9,,2024,gallida01
204.0,Cameron Payne,29.0,2TM,PG,78.0,10.0,1304.0,5.7,13.3,0.432,2.9,7.4,0.39,2.9,5.9,0.486,0.541,1.6,1.8,0.866,0.6,2.7,3.2,5.7,1.2,0.3,1.8,3.5,16.0,,2024,payneca01
204.0,Cameron Payne,29.0,MIL,PG,47.0,2.0,702.0,5.2,11.4,0.455,2.7,6.7,0.397,2.5,4.7,0.538,0.572,1.9,2.3,0.841,0.3,2.9,3.2,5.6,1.1,0.2,1.6,3.7,14.9,,2024,payneca01
204.0,Cameron Payne,29.0,PHI,PG,31.0,8.0,602.0,6.4,15.5,0.413,3.1,8.1,0.382,3.3,7.4,0.447,0.514,1.3,1.4,0.913,1.0,2.3,3.3,5.7,1.2,0.5,2.1,3.2,17.2,,2024,payneca01
205.0,Jared Butler,23.0,WAS,SG,40.0,0.0,566.0,6.2,12.8,0.488,1.5,5.0,0.308,4.7,7.8,0.602,0.547,2.0,2.3,0.861,0.6,3.1,3.7,8.0,1.8,0.5,3.2,3.7,16.0,,2024,butleja02
206.0,Clint Capela,29.0,ATL,C,73.0,73.0,1883.0,6.7,11.8,0.571,0.0,0.0,0.0,6.7,11.8,0.572,0.571,2.5,3.9,0.631,6.4,8.4,14.8,1.7,0.8,2.0,1.4,3.1,16.0,,2024,capelca01
207.0,Aaron Gordon,28.0,DEN,PF,73.0,73.0,2297.0,6.2,11.2,0.556,0.6,2.2,0.29,5.6,9.1,0.619,0.584,2.8,4.2,0.658,2.7,4.7,7.4,4.1,0.9,0.7,1.6,2.2,15.9,,2024,gordoaa01
208.0,Sasha Vezenkov,28.0,SAC,PF,42.0,0.0,511.0,5.9,13.5,0.44,3.2,8.5,0.375,2.7,5.0,0.549,0.558,0.8,1.1,0.8,2.1,4.6,6.8,1.3,1.4,0.5,0.8,3.0,15.9,,2024,vezenal01
209.0,Aaron Wiggins,25.0,OKC,SG,78.0,4.0,1228.0,6.2,11.1,0.562,1.8,3.7,0.492,4.4,7.4,0.598,0.645,1.6,2.1,0.789,1.8,3.7,5.5,2.5,1.6,0.6,1.6,2.7,15.9,,2024,wiggiaa01
210.0,Ivica Zubac,26.0,LAC,C,68.0,68.0,1794.0,6.8,10.4,0.649,0.0,0.0,0.0,6.8,10.4,0.649,0.649,2.4,3.3,0.723,3.9,8.6,12.6,1.9,0.4,1.7,1.6,3.6,15.9,,2024,zubaciv01
211.0,Nate Hinton,24.0,HOU,SG,15.0,0.0,75.0,5.3,12.5,0.423,3.4,6.7,0.5,1.9,5.8,0.333,0.558,1.9,2.4,0.8,3.4,7.2,10.6,4.8,1.4,1.0,1.4,5.3,15.8,,2024,hintona01
212.0,Isaiah Joe,24.0,OKC,SG,78.0,1.0,1445.0,5.5,12.1,0.458,3.7,8.8,0.416,1.9,3.3,0.568,0.609,1.1,1.3,0.865,0.8,3.7,4.5,2.5,1.1,0.5,1.2,2.2,15.8,,2024,joeis01
213.0,Aaron Nesmith,24.0,IND,SF,72.0,47.0,1995.0,5.7,11.5,0.496,2.5,6.0,0.419,3.2,5.4,0.581,0.606,1.9,2.5,0.781,1.1,3.8,5.0,1.9,1.2,0.9,1.2,4.3,15.8,,2024,nesmiaa01
214.0,Craig Porter Jr.,23.0,CLE,PG,51.0,6.0,649.0,6.4,12.6,0.509,0.7,1.9,0.353,5.8,10.8,0.536,0.535,2.3,3.1,0.732,1.2,4.9,6.0,6.5,1.2,0.8,2.5,2.2,15.8,,2024,portecr01
215.0,Luka Å amaniÄ,24.0,UTA,PF,43.0,7.0,404.0,5.3,14.1,0.38,1.2,5.7,0.203,4.2,8.4,0.5,0.421,3.9,5.0,0.786,2.0,7.1,9.1,1.7,0.4,0.6,2.5,2.9,15.8,,2024,samanlu01
216.0,A.J. Lawson,23.0,DAL,SG,42.0,0.0,311.0,6.3,14.0,0.446,1.5,5.8,0.26,4.7,8.2,0.577,0.5,1.7,2.7,0.652,1.6,4.2,5.8,2.3,1.2,0.3,1.6,2.5,15.7,,2024,lawsoaj01
